"year","month","day","td_ge","dt","luna_num","saros","eclipse_type","gamma","magnitude","lat_ge","lng_ge","lat_dd_ge","lng_dd_ge","sun_alt","sun_azm","path_width","central_duration","duration_secs","cat_no","canon_plate","julian_date","t0","x0","x1","x2","x3","y0","y1","y2","y3","d0","d1","d2","mu0","mu1","mu2","l10","l11","l12","l20","l21","l22","tan_f1","tan_f2","tmin","tmax","etype","PNS","UNS","NCN","nSer","nSeq","nJLE"
1944,7,20,"05:43:13",26.70000000,-686,135,"A",-.03136000,.97004000,"19.0N","95.7E",19.02151000,95.67096000,88.30000000,5.90000000,107.70000000,"03m42s",221.90000000,9385.00000000,470.00000000,2431291.73800000,6.00000000,.14152300,.51664740,-.00003080,-.00000624,-.04525900,-.05025130,-.00012430,.00000053,20.69026000,-.00765800,-.00000500,268.45383000,15.00069000,.00000000,.55923700,.00008620,-.00001020,.01303500,.00008580,-.00001010,.00460200,.00457910,-3.00000000,3.00000000,2,0,0,0,71,35,44
1945,1,14,"05:01:43",26.90000000,-680,140,"A",-.49366000,.99703000,"51.1S","110.3E",-51.08898000,110.25012000,60.20000000,353.80000000,11.90000000,"00m15s",15.00000000,9386.00000000,470.00000000,2431469.71000000,5.00000000,.02056700,.55254460,.00000500,-.00000809,-.49348400,.04085150,.00018060,-.00000049,-21.36787000,.00718300,.00000500,252.74847000,14.99762000,.00000000,.55108000,-.00011700,-.00001190,.00491800,-.00011640,-.00001180,.00475370,.00473000,-3.00000000,3.00000000,2,-1,0,0,71,25,30
1945,7,9,"13:27:45",27.10000000,-674,145,"T",.73557000,1.01801000,"70.0N","17.2W",69.99141000,-17.23517000,42.30000000,184.20000000,91.50000000,"01m15s",75.30000000,9387.00000000,470.00000000,2431646.06100000,13.00000000,-.23492900,.55098300,-.00001120,-.00000792,.74218100,-.01479460,-.00018490,.00000013,22.37146900,-.00494200,-.00000500,13.74550000,14.99986000,.00000000,.54432100,.00012870,-.00001140,-.00180700,.00012800,-.00001130,.00459900,.00457610,-3.00000000,3.00000000,1,1,0,0,77,18,20
1946,1,3,"12:16:11",27.40000000,-668,150,"P",-1.23918000,.55292000,"67.1S","177.6E",-67.14726000,177.64532000,.00000000,179.60000000,.00000000,"00m00s",.00000000,9388.00000000,470.00000000,2431824.01100000,12.00000000,-.14431500,.52062000,.00002090,-.00000636,-1.23871000,-.00176510,.00021140,.00000014,-22.85313000,.00398100,.00000600,358.89359000,14.99657000,.00000000,.56695200,-.00009530,-.00001050,.02071100,-.00009480,-.00001050,.00475590,.00473220,-3.00000000,3.00000000,4,-1,-1,-1,71,13,10
1946,5,30,"21:00:24",27.50000000,-663,117,"P",-1.07106000,.88649000,"64.1S","101.0W",-64.07659000,-100.97150000,.00000000,328.10000000,.00000000,"00m00s",.00000000,9389.00000000,470.00000000,2431971.37500000,21.00000000,.26290100,.56541310,.00002190,-.00000959,-1.03829710,.14532590,-.00009070,-.00000263,21.78062100,.00583800,-.00000500,135.66167000,15.00002000,.00000000,.53081200,.00001120,-.00001280,-.01524900,.00001110,-.00001280,.00461080,.00458780,-3.00000000,3.00000000,4,-1,-1,-1,71,65,1
1946,6,29,"03:51:58",27.60000000,-662,155,"P",1.43612000,.18015000,"66.6N","50.8W",66.60478000,-50.77356000,.00000000,5.80000000,.00000000,"00m00s",.00000000,9390.00000000,470.00000000,2432000.66100000,4.00000000,.01475700,.57855520,-.00000190,-.00000960,1.43813300,.02523810,-.00024650,-.00000051,23.26800000,-.00209900,-.00000500,239.22244000,14.99937000,.00000000,.53239600,.00005710,-.00001260,-.01367300,.00005690,-.00001250,.00459850,.00457560,-3.00000000,3.00000000,4,1,1,1,71,2,10
1946,11,23,"17:37:12",27.80000000,-657,122,"P",1.10501000,.77584000,"63.4N","45.3W",63.36105000,-45.26300000,.00000000,219.20000000,.00000000,"00m00s",.00000000,9391.00000000,470.00000000,2432148.23400000,18.00000000,.51698300,.48194870,.00001320,-.00000537,.99533400,-.15270020,.00008650,.00000185,-20.33752100,-.00833400,.00000500,93.39677000,14.99837000,.00000000,.57305300,.00003900,-.00000990,.02678100,.00003880,-.00000990,.00473700,.00471340,-3.00000000,3.00000000,4,1,1,1,70,54,1
1947,5,20,"13:47:47",28.00000000,-651,127,"T",-.35279000,1.05567000,"0.2N","21.4W",.18754000,-21.35706000,69.30000000,342.80000000,195.60000000,"05m13s",313.50000000,9392.00000000,470.00000000,2432326.07500000,14.00000000,.22175600,.54363500,.00004380,-.00000869,-.29814100,.18028330,-.00011060,-.00000305,19.87941900,.00838000,-.00000500,30.90542000,15.00086000,.00000000,.53597200,-.00009030,-.00001240,-.01011500,-.00008980,-.00001230,.00461950,.00459650,-3.00000000,3.00000000,1,0,0,0,82,54,2
1947,11,12,"20:05:37",28.20000000,-645,132,"A",.37431000,.96505000,"3.0N","117.4W",2.95090000,-117.38721000,68.00000000,200.40000000,135.20000000,"03m59s",239.40000000,9393.00000000,470.00000000,2432502.33700000,20.00000000,.09040800,.49377140,.00002060,-.00000629,.36660200,-.19352910,.00009570,.00000264,-17.63787100,-.01087600,.00000400,123.96276000,14.99998000,.00000000,.56044900,.00012040,-.00001090,.01424000,.00011980,-.00001080,.00472530,.00470180,-3.00000000,3.00000000,2,0,0,0,71,42,4
1948,5,9,"02:26:04",28.40000000,-639,137,"A",.41332000,.99994000,"39.8N","131.2E",39.81845000,131.22424000,65.40000000,152.90000000,.20000000,"00m00s",.30000000,9394.00000000,470.00000000,2432680.60100000,2.00000000,-.37146300,.50292480,.00007420,-.00000678,.29687300,.20053670,-.00011190,-.00000288,17.29700100,.01067500,-.00000400,210.90388000,15.00179000,.00000000,.55041500,-.00011290,-.00001110,.00425600,-.00011230,-.00001100,.00463070,.00460760,-3.00000000,3.00000000,2,0,0,0,70,32,20
1948,11,1,"05:59:18",28.60000000,-633,142,"T",-.35172000,1.02312000,"33.1S","76.2E",-33.10372000,76.23480000,69.20000000,28.20000000,83.80000000,"01m56s",115.70000000,9395.00000000,470.00000000,2432856.75000000,6.00000000,-.13915500,.51405640,.00003240,-.00000785,-.32308800,-.23290850,.00011030,.00000374,-14.41418000,-.01280100,.00000300,274.09113000,15.00157000,.00000000,.54434500,.00010520,-.00001220,-.00178400,.00010470,-.00001220,.00471210,.00468860,-3.00000000,3.00000000,1,0,0,0,72,19,30
1949,4,28,"07:48:53",28.80000000,-627,147,"P",1.20682000,.60917000,"61.9N","55.7W",61.94163000,-55.71948000,.00000000,58.90000000,.00000000,"00m00s",.00000000,9396.00000000,470.00000000,2433034.82600000,8.00000000,-.41453700,.46618530,.00006240,-.00000535,1.13735500,.21262260,-.00011850,-.00000261,14.08067000,.01263300,-.00000300,300.62274000,15.00274000,.00000000,.56476000,-.00007750,-.00001000,.01853000,-.00007710,-.00000990,.00464370,.00462050,-3.00000000,3.00000000,4,1,1,1,80,19,10
1949,10,21,"21:13:01",29.00000000,-621,152,"P",-1.02695000,.96381000,"61.5S","107.5E",-61.54771000,107.45135000,.00000000,113.20000000,.00000000,"00m00s",.00000000,9397.00000000,470.00000000,2433211.38400000,21.00000000,-.57105800,.52205040,.00006210,-.00000879,-.86284800,-.26008920,.00011630,.00000458,-10.81130000,-.01418300,.00000200,138.84201000,15.00293000,.00000000,.53553300,.00002420,-.00001300,-.01055200,.00002410,-.00001300,.00469810,.00467470,-3.00000000,3.00000000,4,-1,-1,-1,70,9,10
1950,3,18,"15:32:01",29.20000000,-616,119,"A-",-.99881000,.96196000,"60.9S","40.9E",-60.92208000,40.89502000,.00000000,267.90000000,.00000000,"00m00s",.00000000,9398.00000000,470.00000000,2433359.14700000,16.00000000,.69434700,.44855320,-.00004020,-.00000515,-.75679700,.24932350,.00003230,-.00000305,-.99661000,.01586900,.00000000,57.94582000,15.00413000,.00000000,.56728300,.00006470,-.00001010,.02104000,.00006440,-.00001010,.00469760,.00467420,-3.00000000,3.00000000,2,-1,-1,-1,71,62,1
1950,9,12,"03:38:47",29.40000000,-610,124,"T",.89031000,1.01818000,"54.8N","172.3E",54.80635000,172.25488000,26.70000000,235.60000000,134.40000000,"01m14s",73.60000000,9399.00000000,470.00000000,2433536.65200000,4.00000000,.60059100,.49031310,-.00002800,-.00000725,.68628400,-.26820760,-.00006570,.00000414,4.42109000,-.01523100,-.00000100,240.86778000,15.00483000,.00000000,.54329200,-.00011690,-.00001180,-.00283200,-.00011630,-.00001180,.00464580,.00462270,-3.00000000,3.00000000,1,1,0,0,73,51,1
1951,3,7,"20:53:40",29.50000000,-604,129,"A",-.24196000,.98959000,"17.7S","123.5W",-17.68546000,-123.52802000,75.90000000,330.30000000,37.60000000,"00m59s",59.30000000,9400.00000000,470.00000000,2433713.37100000,21.00000000,.16605200,.47746940,-.00003970,-.00000650,-.18510700,.25980900,.00003120,-.00000374,-5.33635000,.01556600,.00000100,132.20502000,15.00366000,.00000000,.55360700,.00011570,-.00001140,.00743200,.00011510,-.00001130,.00471120,.00468770,-3.00000000,3.00000000,2,0,0,0,80,48,4
1951,9,1,"12:51:51",29.70000000,-598,134,"A",.15571000,.97473000,"16.5N","8.5W",16.47936000,-8.47498000,80.90000000,208.30000000,91.30000000,"02m36s",155.70000000,9401.00000000,471.00000000,2433891.03600000,13.00000000,.13551500,.46554990,-.00001450,-.00000575,.10476000,-.24409190,-.00005420,.00000318,8.46757000,-.01448600,-.00000200,14.95947000,15.00438000,.00000000,.55781400,-.00010570,-.00001050,.01161900,-.00010520,-.00001040,.00463370,.00461070,-3.00000000,3.00000000,2,0,0,0,71,40,44
1952,2,25,"09:11:35",29.90000000,-592,139,"T",.46973000,1.03660000,"15.6N","32.7E",15.62410000,32.66235000,61.90000000,152.10000000,137.80000000,"03m09s",189.40000000,9402.00000000,471.00000000,2434067.88300000,9.00000000,-.31351000,.51046550,-.00002230,-.00000820,.36692800,.26274600,.00003110,-.00000442,-9.42160000,.01476600,.00000200,311.67123000,15.00282000,.00000000,.54060300,.00007890,-.00001270,-.00550700,.00007850,-.00001260,.00472320,.00469960,-3.00000000,3.00000000,1,1,0,0,71,26,20
1952,8,20,"15:13:35",30.10000000,-586,144,"A",-.61023000,.94202000,"21.7S","64.1W",-21.70014000,-64.06732000,52.30000000,27.10000000,264.30000000,"06m40s",399.90000000,9403.00000000,471.00000000,2434245.13400000,15.00000000,-.36888200,.45544500,-.00001390,-.00000504,-.49943500,-.22031140,-.00004480,.00000260,12.34340000,-.01325900,-.00000300,44.18369000,15.00361000,.00000000,.56669400,-.00001700,-.00000970,.02045400,-.00001690,-.00000970,.00462270,.00459970,-3.00000000,3.00000000,2,-1,0,0,70,13,20
1953,2,14,"00:59:30",30.30000000,-580,149,"P",1.13308000,.75962000,"61.9N","104.9E",61.86772000,104.86285000,.00000000,118.90000000,.00000000,"00m00s",.00000000,9404.00000000,471.00000000,2434422.54100000,1.00000000,-.47586600,.52733910,-.00000750,-.00000885,1.02832000,.24680130,.00002470,-.00000435,-13.17892000,.01349700,.00000300,191.42613000,15.00165000,.00000000,.53758600,-.00002620,-.00001310,-.00851000,-.00002610,-.00001300,.00473380,.00471020,-3.00000000,3.00000000,4,1,1,1,71,17,10
1953,7,11,"02:44:14",30.50000000,-575,116,"P",1.43882000,.20145000,"64.3N","71.7W",64.33361000,-71.68298000,.00000000,330.60000000,.00000000,"00m00s",.00000000,9405.00000000,471.00000000,2434569.61400000,3.00000000,.46543000,.51336120,-.00006790,-.00000645,1.36848500,-.12129430,-.00019700,.00000168,22.16330000,-.00513300,-.00000500,223.67996000,14.99988000,.00000000,.55524500,.00010170,-.00001050,.00906200,.00010120,-.00001040,.00459960,.00457670,-3.00000000,3.00000000,4,1,1,1,70,69,1
1953,8,9,"15:55:03",30.50000000,-574,154,"P",-1.34403000,.37287000,"62.2S","114.7W",-62.22107000,-114.65826000,.00000000,54.20000000,.00000000,"00m00s",.00000000,9406.00000000,471.00000000,2434599.16300000,16.00000000,-.48897400,.47216380,-.00002730,-.00000547,-1.25264600,-.20170660,-.00003190,.00000247,15.82427000,-.01155700,-.00000400,58.64434000,15.00263000,.00000000,.56236500,.00007530,-.00001000,.01614600,.00007490,-.00000990,.00461330,.00459030,-3.00000000,3.00000000,4,-1,-1,-1,71,3,10
1954,1,5,"02:32:01",30.70000000,-569,121,"A",-.92960000,.97203000,"79.1S","120.8W",-79.06997000,-120.82208000,21.20000000,259.90000000,277.80000000,"01m42s",102.30000000,9407.00000000,471.00000000,2434747.60600000,3.00000000,.43776400,.53268030,-.00003420,-.00000738,-.85840600,.11096770,.00020230,-.00000166,-22.68207900,.00423400,.00000600,223.70935000,14.99671000,.00000000,.55568800,-.00013270,-.00001150,.00950200,-.00013200,-.00001140,.00475540,.00473170,-3.00000000,3.00000000,2,-1,0,0,71,57,1
1954,6,30,"12:32:38",30.80000000,-563,126,"T",.61346000,1.03574000,"60.5N","4.2E",60.47247000,4.18066000,51.90000000,197.00000000,152.60000000,"02m35s",154.90000000,9408.00000000,471.00000000,2434924.02300000,13.00000000,.34972700,.55333840,-.00005780,-.00000831,.56511500,-.08903550,-.00018680,.00000149,23.19103100,-.00223900,-.00000500,14.14451000,14.99936000,.00000000,.54033300,.00009880,-.00001180,-.00577500,.00009830,-.00001170,.00459880,.00457590,-3.00000000,3.00000000,1,1,0,0,72,44,2
1954,12,25,"07:36:42",31.00000000,-557,131,"A",-.25762000,.93233000,"38.4S","68.2E",-38.41565000,68.23108000,74.90000000,351.80000000,262.00000000,"07m39s",459.10000000,9409.00000000,471.00000000,2435101.81700000,8.00000000,.22925000,.50889560,-.00001580,-.00000595,-.23115200,.06321300,.00016820,-.00000085,-23.41061000,.00080700,.00000600,300.03531000,14.99618000,.00000000,.57061600,-.00008810,-.00001020,.02435700,-.00008760,-.00001020,.00475520,.00473150,-3.00000000,3.00000000,2,0,0,0,70,47,4
1955,6,20,"04:10:42",31.20000000,-551,136,"T",-.15278000,1.07756000,"14.8N","117.0E",14.76503000,116.99530000,81.30000000,4.60000000,253.70000000,"07m08s",427.70000000,9410.00000000,471.00000000,2435278.67400000,4.00000000,-.11636700,.58054600,-.00001310,-.00000981,-.14352100,-.04885960,-.00016040,.00000095,23.43098100,.00069700,-.00000600,239.70013000,14.99924000,.00000000,.53092700,.00003840,-.00001270,-.01513400,.00003820,-.00001270,.00460040,.00457750,-3.00000000,3.00000000,1,0,0,0,71,34,40
1955,12,14,"07:02:25",31.40000000,-545,141,"A",.42658000,.91763000,"2.1N","72.2E",2.07618000,72.19897000,64.70000000,178.10000000,345.70000000,"12m09s",729.20000000,9411.00000000,471.00000000,2435455.79300000,7.00000000,-.03605500,.50298380,-.00000760,-.00000559,.42554000,.01860390,.00013780,-.00000030,-23.17318000,-.00275400,.00000600,286.42313000,14.99640000,.00000000,.57507400,.00002210,-.00000990,.02879200,.00002190,-.00000980,.00475130,.00472770,-3.00000000,3.00000000,2,1,0,0,70,20,20
1956,6,8,"21:20:39",31.60000000,-539,146,"T",-.89342000,1.05810000,"40.8S","140.7W",-40.75143000,-140.74548000,26.30000000,.50000000,428.70000000,"04m45s",284.80000000,9412.00000000,471.00000000,2435633.38900000,21.00000000,-.20495700,.57754780,.00001870,-.00000952,-.89204400,-.00389030,-.00011250,.00000018,22.90469000,.00358500,-.00000600,135.25053000,14.99948000,.00000000,.53314600,-.00005800,-.00001250,-.01292600,-.00005770,-.00001250,.00460490,.00458200,-3.00000000,3.00000000,1,-1,0,0,76,24,20
1956,12,2,"08:00:35",31.80000000,-533,151,"P",1.09229000,.80467000,"67.9N","64.6E",67.86613000,64.55481000,.00000000,186.70000000,.00000000,"00m00s",.00000000,9413.00000000,471.00000000,2435809.83400000,8.00000000,.04658400,.52172340,-.00001110,-.00000644,1.09131000,-.02470560,.00010420,.00000023,-21.97545100,-.00610000,.00000600,302.63574000,14.99736000,.00000000,.56515200,.00010780,-.00001060,.01892000,.00010720,-.00001050,.00474400,.00472040,-3.00000000,3.00000000,4,1,1,1,72,11,10
1957,4,30,"00:05:28",32.00000000,-528,118,"A+",.99918000,.97987000,"70.6N","40.3E",70.61169000,40.28455000,.00000000,40.50000000,.00000000,"00m00s",.00000000,9414.00000000,471.00000000,2435958.50400000,.00000000,-.26986100,.51843310,.00004830,-.00000671,.96326600,.11852790,-.00012530,-.00000148,14.61920000,.01257300,-.00000300,180.68484000,15.00271000,.00000000,.55539500,-.00011550,-.00001070,.00921100,-.00011500,-.00001070,.00464150,.00461830,-3.00000000,3.00000000,2,1,1,1,72,65,1
1957,10,23,"04:54:02",32.20000000,-522,123,"T-",-1.00218000,1.00129000,"71.2S","23.1W",-71.18101000,-23.13269000,.00000000,127.40000000,.00000000,"00m00s",.00000000,9415.00000000,471.00000000,2436134.70400000,5.00000000,-.20696900,.55254370,.00001930,-.00000890,-.98222300,-.14953420,.00013060,.00000231,-11.30439000,-.01428700,.00000200,258.89185000,15.00284000,.00000000,.54024100,.00008410,-.00001250,-.00586700,.00008370,-.00001250,.00470010,.00467670,-3.00000000,3.00000000,1,-1,-1,-1,70,50,1
1958,4,19,"03:27:17",32.40000000,-516,128,"A",.27500000,.94082000,"26.5N","123.6E",26.49852000,123.55359000,73.90000000,163.60000000,227.70000000,"07m07s",426.80000000,9416.00000000,471.00000000,2436312.64400000,3.00000000,-.29426900,.48986910,.00003360,-.00000555,.20549400,.13207620,-.00006710,-.00000143,10.96243000,.01416900,-.00000200,225.17787000,15.00352000,.00000000,.56789700,-.00003950,-.00000980,.02165100,-.00003930,-.00000980,.00465590,.00463270,-3.00000000,3.00000000,2,0,0,0,73,55,42
1958,10,12,"20:55:28",32.60000000,-510,133,"T",-.29506000,1.06084000,"24.0S","142.4W",-23.99399000,-142.40002000,72.70000000,17.90000000,208.80000000,"05m11s",310.80000000,9417.00000000,471.00000000,2436489.37200000,21.00000000,-.04220300,.55896610,.00001830,-.00000952,-.29533800,-.16694160,.00006330,.00000276,-7.45074000,-.01524100,.00000100,138.36946000,15.00394000,.00000000,.53487300,-.00001300,-.00001300,-.01120800,-.00001290,-.00001290,.00468570,.00466240,-3.00000000,3.00000000,1,0,0,0,72,42,4
1959,4,8,"03:24:08",32.80000000,-504,138,"A",-.45463000,.94011000,"19.1S","137.6E",-19.11865000,137.58844000,62.80000000,342.50000000,247.50000000,"07m26s",445.50000000,9418.00000000,471.00000000,2436666.64200000,3.00000000,-.06549700,.48764750,.00000540,-.00000558,-.49432100,.14635950,-.00002140,-.00000162,6.88698000,.01529700,-.00000200,224.45946000,15.00412000,.00000000,.56775800,.00006210,-.00000990,.02151300,.00006170,-.00000990,.00467060,.00464740,-3.00000000,3.00000000,2,-1,0,0,70,28,20
1959,10,2,"12:27:00",33.00000000,-498,143,"T",.42074000,1.03251000,"20.4N","1.4W",20.41951000,-1.44061000,65.00000000,198.70000000,120.40000000,"03m02s",181.70000000,9419.00000000,471.00000000,2436844.01900000,12.00000000,-.11562900,.53915620,.00002420,-.00000836,.47794400,-.17071990,-.00001010,.00000256,-3.38892000,-.01574400,.00000100,2.61192000,15.00463000,.00000000,.54177500,-.00008690,-.00001220,-.00434100,-.00008650,-.00001210,.00467160,.00464840,-3.00000000,3.00000000,1,0,0,0,72,20,40
1960,3,27,"07:25:07",33.30000000,-492,148,"P",-1.15375000,.70577000,"72.1S","151.9E",-72.13694000,151.94696000,.00000000,278.60000000,.00000000,"00m00s",.00000000,9420.00000000,471.00000000,2437020.80900000,7.00000000,.13647500,.51057280,-.00001860,-.00000677,-1.16740500,.16265200,.00003130,-.00000211,2.63180000,.01591200,-.00000100,283.63416000,15.00441000,.00000000,.55566200,.00012420,-.00001100,.00947700,.00012360,-.00001090,.00468490,.00466160,-3.00000000,3.00000000,4,-1,-1,-1,75,18,10
1960,9,20,"22:59:56",33.50000000,-486,153,"P",1.20565000,.61388000,"72.1N","74.1W",72.06847000,-74.09955000,.00000000,272.60000000,.00000000,"00m00s",.00000000,9421.00000000,472.00000000,2437198.45800000,23.00000000,.37143900,.50663930,-.00000320,-.00000659,1.14701000,-.16377560,-.00006280,.00000204,.80816000,-.01580700,.00000000,166.69998000,15.00490000,.00000000,.55587700,-.00011170,-.00001080,.00969100,-.00011110,-.00001070,.00465790,.00463470,-3.00000000,3.00000000,4,1,1,1,70,6,10
1961,2,15,"08:19:48",33.60000000,-481,120,"T",.88302000,1.03604000,"47.4N","40.0E",47.38199000,39.99982000,27.60000000,159.30000000,258.00000000,"02m45s",165.10000000,9422.00000000,472.00000000,2437345.84700000,8.00000000,-.40334700,.56142840,-.00000660,-.00000939,.80846100,.14303490,.00003550,-.00000230,-12.71558000,.01394600,.00000300,296.43964000,15.00190000,.00000000,.53877700,.00005750,-.00001290,-.00732400,.00005720,-.00001290,.00473280,.00470920,-3.00000000,3.00000000,1,1,0,0,71,58,2
1961,8,11,"10:46:47",33.80000000,-475,125,"A",-.88594000,.93753000,"45.8S","4.0E",-45.83179000,4.03900000,27.30000000,17.10000000,499.50000000,"06m35s",395.30000000,9423.00000000,472.00000000,2437522.94900000,11.00000000,-.08008400,.49359960,-.00001610,-.00000552,-.88930900,-.10770120,-.00005170,.00000114,15.27838000,-.01209800,-.00000300,343.71140000,15.00286000,.00000000,.56655200,.00000290,-.00000970,.02031300,.00000290,-.00000960,.00461470,.00459170,-3.00000000,3.00000000,2,-1,0,0,73,51,2
1962,2,5,"00:12:38",34.00000000,-469,130,"T",.21066000,1.04296000,"4.2S","178.1E",-4.23073000,178.06201000,77.90000000,168.80000000,146.70000000,"04m08s",248.00000000,9424.00000000,472.00000000,2437700.50900000,.00000000,-.16164300,.56725580,-.00000660,-.00000946,.18195500,.11603710,.00010340,-.00000185,-16.13048900,.01223700,.00000400,176.49542000,15.00052000,.00000000,.53948200,-.00004890,-.00001290,-.00662300,-.00004860,-.00001290,.00474190,.00471830,-3.00000000,3.00000000,1,0,0,0,73,49,4
1962,7,31,"12:25:33",34.30000000,-463,135,"Am",-.11296000,.97158000,"12.0N","5.7W",11.98990000,-5.71838000,83.60000000,9.00000000,102.60000000,"03m33s",212.70000000,9425.00000000,472.00000000,2437877.01800000,12.00000000,-.23680000,.51399390,-.00002270,-.00000627,-.07623200,-.08284920,-.00010360,.00000094,18.32307100,-.01003900,-.00000400,358.42130000,15.00178000,.00000000,.55869900,.00010530,-.00001020,.01249900,.00010480,-.00001020,.00460690,.00458390,-3.00000000,3.00000000,2,0,0,0,71,36,44
1963,1,25,"13:37:12",34.50000000,-457,140,"A",-.48984000,.99511000,"48.2S","15.0W",-48.21725000,-15.02747000,60.40000000,348.30000000,19.70000000,"00m25s",25.30000000,9426.00000000,472.00000000,2438055.06700000,14.00000000,.27819200,.54660900,-.00001420,-.00000794,-.45453700,.07954260,.00015850,-.00000106,-19.04698900,.01000100,.00000500,26.92914000,14.99898000,.00000000,.55157000,-.00012860,-.00001180,.00540500,-.00012790,-.00001170,.00474940,.00472580,-3.00000000,3.00000000,2,-1,0,0,71,26,30
1963,7,20,"20:36:13",34.80000000,-451,145,"T",.65711000,1.02236000,"61.7N","119.6W",61.69350000,-119.55505000,48.60000000,191.10000000,101.50000000,"01m40s",99.70000000,9427.00000000,472.00000000,2438231.35800000,21.00000000,.28264500,.55049110,-.00004300,-.00000798,.63240400,-.05439410,-.00016490,.00000072,20.67934000,-.00765600,-.00000500,133.43791000,15.00078000,.00000000,.54363300,.00010840,-.00001150,-.00249200,.00010780,-.00001140,.00460120,.00457830,-3.00000000,3.00000000,1,1,0,0,77,19,20
1964,1,14,"20:30:08",35.10000000,-445,150,"P",-1.23541000,.55914000,"68.2S","43.1E",-68.22758000,43.10632000,.00000000,190.90000000,.00000000,"00m00s",.00000000,9428.00000000,472.00000000,2438409.35400000,21.00000000,.35085100,.51769870,-.00000960,-.00000629,-1.21234910,.03935590,.00019760,-.00000038,-21.35531000,.00720000,.00000500,132.75977000,14.99754000,.00000000,.56749000,-.00010900,-.00001050,.02124600,-.00010850,-.00001040,.00475450,.00473080,-3.00000000,3.00000000,4,-1,-1,-1,71,14,10
1964,6,10,"04:34:07",35.40000000,-440,117,"P",-1.13927000,.75453000,"65.0S","135.9E",-64.98051000,135.87915000,.00000000,337.60000000,.00000000,"00m00s",.00000000,9429.00000000,472.00000000,2438556.69000000,5.00000000,.44756600,.57495030,.00000420,-.00000978,-1.07755010,.10219610,-.00010130,-.00000188,23.01786000,.00294300,-.00000600,255.17909000,14.99942000,.00000000,.53039100,-.00000600,-.00001280,-.01566800,-.00000600,-.00001280,.00460420,.00458130,-3.00000000,3.00000000,4,-1,-1,-1,71,66,1
1964,7,9,"11:17:53",35.40000000,-439,155,"P",1.36228000,.32212000,"67.6N","172.9W",67.59935000,-172.94855000,.00000000,355.50000000,.00000000,"00m00s",.00000000,9430.00000000,472.00000000,2438585.97100000,11.00000000,-.12845700,.57982410,-.00000710,-.00000969,1.36716790,-.01875010,-.00023400,.00000023,22.32827900,-.00502000,-.00000500,343.71948000,14.99996000,.00000000,.53193300,.00006290,-.00001260,-.01413400,.00006260,-.00001250,.00459830,.00457540,-3.00000000,3.00000000,4,1,1,1,71,3,10
1964,12,4,"01:31:54",35.70000000,-434,122,"P",1.11930000,.75178000,"64.3N","173.3W",64.26797000,-173.31720000,.00000000,209.40000000,.00000000,"00m00s",.00000000,9431.00000000,472.00000000,2438733.56400000,2.00000000,.48824100,.49248890,.00000810,-.00000552,1.03472500,-.11638250,.00010250,.00000144,-22.23031000,-.00534300,.00000600,212.46533000,14.99710000,.00000000,.57325900,.00004170,-.00001000,.02698600,.00004150,-.00000990,.00474560,.00472190,-3.00000000,3.00000000,4,1,1,1,70,55,1
1965,5,30,"21:17:31",36.10000000,-428,127,"T",-.42251000,1.05439000,"2.5S","133.8W",-2.46436000,-133.82971000,65.00000000,346.70000000,197.60000000,"05m15s",315.40000000,9432.00000000,472.00000000,2438911.38700000,21.00000000,-.05644400,.55331930,.00005280,-.00000879,-.45070900,.14211910,-.00012150,-.00000241,21.83715100,.00573800,-.00000500,135.63844000,14.99996000,.00000000,.53618600,-.00008200,-.00001230,-.00990200,-.00008160,-.00001220,.00461100,.00458810,-3.00000000,3.00000000,1,0,0,0,82,55,2
1965,11,23,"04:14:51",36.50000000,-422,132,"A",.39061000,.96561000,"1.7N","119.8E",1.71549000,119.83997000,67.00000000,196.60000000,134.10000000,"04m02s",242.00000000,9433.00000000,472.00000000,2439087.67700000,4.00000000,-.00671800,.50674280,.00002360,-.00000654,.41215000,-.16169070,.00011590,.00000225,-20.29318000,-.00836100,.00000500,243.42035000,14.99846000,.00000000,.56024300,.00012500,-.00001090,.01403500,.00012440,-.00001090,.00473590,.00471230,-3.00000000,3.00000000,2,0,0,0,71,43,4
1966,5,20,"09:39:02",36.90000000,-416,137,"A",.34672000,.99915000,"39.2N","26.4E",39.20018000,26.44073000,69.50000000,157.90000000,3.20000000,"00m05s",4.70000000,9434.00000000,472.00000000,2439265.90200000,10.00000000,.07032500,.51234600,.00005580,-.00000687,.38836200,.16914990,-.00013690,-.00000243,19.92527000,.00835200,-.00000500,330.89981000,15.00075000,.00000000,.55065500,-.00012900,-.00001100,.00449500,-.00012840,-.00001090,.00462040,.00459740,-3.00000000,3.00000000,2,0,0,0,70,33,40
1966,11,12,"14:23:28",37.30000000,-410,142,"T",-.33001000,1.02336000,"35.6S","48.2W",-35.62061000,-48.15472000,70.50000000,25.00000000,84.10000000,"01m57s",117.30000000,9435.00000000,472.00000000,2439442.10000000,14.00000000,-.32613100,.52700210,.00004600,-.00000814,-.22688800,-.20595310,.00013110,.00000336,-17.67395000,-.01081100,.00000400,33.96148000,15.00005000,.00000000,.54428600,.00011190,-.00001230,-.00184300,.00011130,-.00001230,.00472410,.00470060,-3.00000000,3.00000000,1,0,0,0,72,20,40
